use_case,Phase.SERVING_1,Phase.TRAINING_1,qualitity_metric_name,qualitity_metric_value
1,59.224,264.515,,-1.0
3,29.448,47.87,mean_squared_log_error,3.5584739835937085
4,45.23,45.48,f1_score,0.7072847682119207
6,44.059,63.091,matthews_corrcoef,0.23380205213843983
7,33.302,48.637,median_absolute_error,1.6254163
8,86.634,2712.488,accuracy_score,0.7244365384615384
10,36.499,57.489,accuracy_score,0.8164490961121389
