use_case,Phase.SERVING_1,Phase.TRAINING_1,quality_metric_name,quality_metric_value
1,61.18733333333332,376.82333333333327,,-1.0
3,31.52333333333333,66.37966666666667,mean_squared_log_error,3.1721137384093723
4,40.67000000000001,92.24866666666667,f1_score,0.6967654986522912
6,39.409,180.36766666666665,matthews_corrcoef,0.20979584542482463
7,34.135999999999996,49.51966666666666,median_absolute_error,1.5895370666666666
8,91.75633333333333,3665.019999999999,accuracy_score,0.7380961538461538
10,36.14666666666667,79.83566666666668,accuracy_score,0.8162702540746783
