use_case,Phase.SERVING_1,Phase.TRAINING_1,quality_metric_name,quality_metric_value
1,61.38366666666667,495.4353333333333,,-1.0
3,31.788666666666657,109.87566666666669,mean_squared_log_error,3.2318740748209556
4,41.15466666666668,65.681,f1_score,0.7009420871978382
6,39.74999999999999,140.7206666666667,matthews_corrcoef,0.21443813971709172
7,33.857000000000006,56.281000000000006,median_absolute_error,1.5242959666666664
8,83.12633333333333,4745.581666666666,accuracy_score,0.7043769230769231
10,36.39233333333333,88.39366666666668,accuracy_score,0.8174732064523184
