use_case,Phase.SERVING_1,Phase.TRAINING_1,quality_metric_name,quality_metric_value
1,64.13966666666667,537.8930000000001,,-1.0
3,31.856333333333335,84.07666666666667,mean_squared_log_error,3.41409882182927
4,42.46533333333333,68.81733333333334,f1_score,0.7053769811879723
6,40.458666666666666,104.55266666666665,matthews_corrcoef,0.21480980889183635
7,32.826,63.393999999999984,median_absolute_error,1.5146845333333332
8,137.32,6880.584666666667,accuracy_score,0.7527192307692308
10,37.757666666666665,104.09700000000002,accuracy_score,0.8168429813960009
