use_case,Phase.SERVING_1,Phase.TRAINING_1,quality_metric_name,quality_metric_value
1,67.48266666666666,495.7613333333332,,-1.0
3,32.480333333333334,92.42066666666665,mean_squared_log_error,3.287558128990033
4,42.312,117.69333333333333,f1_score,0.7077284059246224
6,39.834666666666664,162.71166666666662,matthews_corrcoef,0.22109220643441327
7,34.30100000000001,56.00866666666666,median_absolute_error,1.4741160666666666
8,87.44100000000002,5680.066999999999,accuracy_score,0.7008365384615386
10,37.65333333333333,88.60766666666666,accuracy_score,0.8165291852434878
