use_case,Phase.SERVING_1,Phase.TRAINING_1,quality_metric_name,quality_metric_value
1,59.699000000000005,275.0593333333333,,-1.0
3,30.497666666666664,49.794999999999995,mean_squared_log_error,3.5446052343054295
4,43.85766666666666,46.329,f1_score,0.7072847682119207
6,43.44866666666667,62.12533333333332,matthews_corrcoef,0.23380205213843977
7,32.97366666666667,38.20366666666666,median_absolute_error,1.6254141333333332
8,52.16933333333333,2649.646,accuracy_score,0.7244365384615384
10,34.830666666666666,57.511,accuracy_score,0.8164490961121388
